지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2022-04-17 05:00,1.2,,.6,270,85,998.1,,,0,,2.6
238,금산,2022-04-17 06:00,.8,,.6,250,87,998.4,0,,0,,2.2
238,금산,2022-04-17 07:00,2.1,,.4,0,83,998.7,.7,,0,,3.1
238,금산,2022-04-17 08:00,5.4,,.4,0,70,998.7,1,,0,,5
238,금산,2022-04-17 09:00,9.2,,.4,0,53,998.8,1,,0,,8.4
238,금산,2022-04-17 10:00,13.8,,.9,20,37,998.9,1,,0,,19.4
238,금산,2022-04-17 11:00,17.2,,1.9,340,21,998.7,1,,0,,23.9
238,금산,2022-04-17 12:00,18.1,,2.6,320,17,998.4,1,,0,,26.6
238,금산,2022-04-17 13:00,19.2,,1.6,290,18,997.5,1,,0,,28.9
238,금산,2022-04-17 14:00,20.3,,2.3,320,20,997.1,1,,0,,29.5
238,금산,2022-04-17 15:00,20.2,,2.3,360,18,996.5,1,,0,,29.4
238,금산,2022-04-17 16:00,19.6,,2.1,320,23,996.1,1,,0,,27.3
238,금산,2022-04-17 17:00,19.2,,1.9,270,27,995.9,1,,0,,23.6
238,금산,2022-04-17 18:00,18.4,,1.9,290,29,995.7,1,,5,,17.1
238,금산,2022-04-17 19:00,16.4,,.5,270,35,996.3,.4,,2,,13.2
238,금산,2022-04-17 20:00,15.3,,1.6,290,38,996.9,0,,6,,11
238,금산,2022-04-17 21:00,13.6,,1,360,45,997.7,,,8,,10.1
238,금산,2022-04-17 22:00,12.2,,.9,340,48,998,,,8,,9.5
238,금산,2022-04-17 23:00,11.3,,.2,0,57,998.2,,,8,,9.1
238,금산,2022-04-18 00:00,9.7,,.1,0,64,998.6,,,8,,8.2
238,금산,2022-04-18 01:00,8.1,,.6,290,71,998.9,,,8,,7.5
238,금산,2022-04-18 02:00,8.3,,.2,0,71,998.7,,,10,,7.8
238,금산,2022-04-18 03:00,7.8,,.3,0,72,998.7,,,10,,7.9
238,금산,2022-04-18 04:00,7.4,,1,290,76,998.3,,,10,,7.4
238,금산,2022-04-18 05:00,6.9,,.3,0,79,997.9,,,8,,7
238,금산,2022-04-18 06:00,7,,.3,0,79,998.1,0,,10,,7.3
238,금산,2022-04-18 07:00,7.3,,.8,250,79,998.5,0,,10,,8.3
238,금산,2022-04-18 08:00,9.3,,.2,0,69,998.2,0,,10,,11.1
238,금산,2022-04-18 09:00,11.1,,.4,0,64,998.8,0,,10,,14.3
238,금산,2022-04-18 10:00,13.7,,.4,0,50,998.7,.3,,9,,19.1
238,금산,2022-04-18 11:00,18,,1.7,360,29,998.4,.6,,9,,22
238,금산,2022-04-18 12:00,18.1,,1.4,290,23,997.8,0,,10,,20.8
238,금산,2022-04-18 13:00,19.1,,1.8,340,23,996.9,.5,,9,,25.1
238,금산,2022-04-18 14:00,20.7,,2.1,360,19,996.1,1,,5,,31.1
238,금산,2022-04-18 15:00,21.2,,2.9,340,20,995.5,1,,2,,30.8
238,금산,2022-04-18 16:00,21,,2.1,320,20,995.3,1,,0,,29.2
238,금산,2022-04-18 17:00,20.2,,3.3,290,21,995.2,1,,6,,24.7
238,금산,2022-04-18 18:00,19.4,,1.8,290,26,995.2,.7,,7,,18.6
238,금산,2022-04-18 19:00,17.3,,2.2,290,27,995.7,.5,,4,,14.5
238,금산,2022-04-18 20:00,15.4,,1.3,290,30,996.7,0,,7,,11.9
238,금산,2022-04-18 21:00,13.8,,.7,290,33,997.9,,,6,,10.3
238,금산,2022-04-18 22:00,11.9,,.6,230,41,998.2,,,7,,8.9
238,금산,2022-04-18 23:00,9.7,,1.1,270,49,998.4,,,6,,7.8
238,금산,2022-04-19 00:00,8,,.9,290,57,998.6,,,5,,7
238,금산,2022-04-19 01:00,6.8,,.9,290,64,998.6,,,5,,6.1
238,금산,2022-04-19 02:00,5.9,,.5,290,68,998.1,,,4,,5.4
238,금산,2022-04-19 03:00,5.6,,.1,0,71,997.8,,,8,,6.1
238,금산,2022-04-19 04:00,5.8,,.5,340,70,997.6,,,6,,6.1
238,금산,2022-04-19 05:00,4.9,,.4,0,75,997.5,,,6,,5
238,금산,2022-04-19 06:00,3.9,,.3,0,80,997.7,0,,5,,4.3
238,금산,2022-04-19 07:00,5.1,,.1,0,77,998.1,.4,,3,,5.8
238,금산,2022-04-19 08:00,7.4,,.2,0,67,998.2,.4,,6,,9.3
238,금산,2022-04-19 09:00,10.4,,.5,270,53,998.3,.8,,7,,13.1
238,금산,2022-04-19 10:00,13.2,,.3,0,45,998.2,.6,,7,,17.8
238,금산,2022-04-19 11:00,17.7,,.7,70,28,997.9,1,,2,,27.2
238,금산,2022-04-19 12:00,20.4,,1.1,90,26,997,1,,5,,32.6
238,금산,2022-04-19 13:00,22.3,,2.8,320,16,996.2,1,,5,,34.7
238,금산,2022-04-19 14:00,22.3,,3.2,320,15,995.7,1,,4,,35
238,금산,2022-04-19 15:00,22.4,,3.2,320,14,995.3,1,,0,,34.6
238,금산,2022-04-19 16:00,22.4,,2.5,320,21,995,1,,0,,32.5
238,금산,2022-04-19 17:00,21.1,,2.1,290,22,995,1,,0,,28.3
238,금산,2022-04-19 18:00,19.2,,2.2,270,20,995.3,1,,0,,19.5
238,금산,2022-04-19 19:00,17.3,,1.3,290,20,995.6,.6,,0,,15
238,금산,2022-04-19 20:00,14.9,,.8,270,32,996.2,0,,0,,11.7
238,금산,2022-04-19 21:00,14.4,,.9,270,35,996.8,,,0,,10.5
238,금산,2022-04-19 22:00,11.9,,.2,0,45,997.3,,,0,,9
238,금산,2022-04-19 23:00,9.8,,0,0,56,997.5,,,0,,7.7
238,금산,2022-04-20 00:00,7.6,,.3,0,62,998,,,0,,6.9
238,금산,2022-04-20 01:00,6.4,,.1,0,69,997.9,,,0,,6
238,금산,2022-04-20 02:00,5.5,,.8,290,73,997.5,,,0,,5.4
238,금산,2022-04-20 03:00,4.6,,.7,270,76,997.2,,,0,,4.8
238,금산,2022-04-20 04:00,3.9,,.7,270,78,997,,,5,,4.3
238,금산,2022-04-20 05:00,3.1,,.6,290,82,997,,,0,,3.9
238,금산,2022-04-20 06:00,2.7,,.3,0,84,997.4,0,,0,,3.5
238,금산,2022-04-20 07:00,4,,.1,0,81,997.8,.7,,6,,4.7
238,금산,2022-04-20 08:00,7.2,,.5,200,66,997.9,1,,0,,6.9
238,금산,2022-04-20 09:00,11.9,,.4,0,49,997.8,1,,0,,10.6
238,금산,2022-04-20 10:00,15.7,,.8,50,31,997.4,1,,0,,22.3
238,금산,2022-04-20 11:00,18.8,,1.2,340,25,997,1,,0,,29.6
238,금산,2022-04-20 12:00,21.5,,2.7,290,18,995.9,1,,0,,34.5
238,금산,2022-04-20 13:00,21.3,,3.5,270,18,995.4,1,,0,,37.2
238,금산,2022-04-20 14:00,21.6,,3.1,250,18,994.7,1,,0,,38.8
238,금산,2022-04-20 15:00,22.3,,2.9,270,18,993.8,1,,0,,37.3
238,금산,2022-04-20 16:00,22.2,,2,250,20,993,1,,0,,35
238,금산,2022-04-20 17:00,21.6,,2.4,290,23,992.9,1,,2,,29.5
238,금산,2022-04-20 18:00,19.7,,2.5,290,30,993,1,,0,,20.6
238,금산,2022-04-20 19:00,17.6,,1.3,340,34,993.5,.6,,0,,16.1
238,금산,2022-04-20 20:00,15.4,,.7,340,38,994.1,0,,0,,13
238,금산,2022-04-20 21:00,13.4,,1.1,320,46,994.8,,,0,,11.4
238,금산,2022-04-20 22:00,11.2,,.9,250,56,995,,,0,,9.9
238,금산,2022-04-20 23:00,9.3,,.4,0,64,995.1,,,0,,8.5
238,금산,2022-04-21 00:00,8.6,,.7,290,67,995.1,,,0,,7.6
238,금산,2022-04-21 01:00,7.4,,.4,0,72,995,,,2,,7.1
238,금산,2022-04-21 02:00,6.2,,.3,0,78,994.6,,,2,,6.4
238,금산,2022-04-21 03:00,5.8,,.5,290,81,994.2,,,7,,6.5
238,금산,2022-04-21 04:00,5.5,,.7,320,83,993.8,,,8,,6.6
238,금산,2022-04-21 05:00,5.2,,.2,0,85,993.4,,,6,,5.6
238,금산,2022-04-21 06:00,4.6,,.4,0,88,993.3,0,,7,,5.9
238,금산,2022-04-21 07:00,5.7,,.3,0,85,993.3,0,,9,,7.8
238,금산,2022-04-21 08:00,7.3,,.5,320,80,993.3,0,,10,,10.4
238,금산,2022-04-21 09:00,9.4,,.1,0,71,993.6,0,,10,,13.3
238,금산,2022-04-21 10:00,12.7,,.8,140,57,993.1,.2,,10,,18.2
238,금산,2022-04-21 11:00,15.3,,.1,0,50,993,0,,10,,18.7
238,금산,2022-04-21 12:00,16.3,,.5,360,46,993,0,,10,,18.7
238,금산,2022-04-21 13:00,17.7,,1.7,160,28,992.2,0,,10,,19.5
238,금산,2022-04-21 14:00,17.5,,2.2,140,34,992,0,,10,,20.5
238,금산,2022-04-21 15:00,19,,2.7,160,30,991.3,.7,,7,,32
238,금산,2022-04-21 16:00,18.3,,3.8,160,37,990.6,1,,0,,29.8
238,금산,2022-04-21 17:00,18.6,,3.1,160,38,990.2,1,,0,,25.7
238,금산,2022-04-21 18:00,18.1,,.9,230,37,990.5,1,,0,,19.1
238,금산,2022-04-21 19:00,16.4,,.5,290,39,990.7,.3,,0,,14.4
238,금산,2022-04-21 20:00,13.1,,.2,0,55,990.8,0,,0,,11.5
238,금산,2022-04-21 21:00,11.1,,.5,250,63,991.2,,,0,,10
238,금산,2022-04-21 22:00,10,,.6,270,69,991.3,,,0,,8.9
238,금산,2022-04-21 23:00,8.8,,.5,270,74,991.5,,,0,,8.1
238,금산,2022-04-22 00:00,8.1,,.5,290,78,992,,,6,,7.5
238,금산,2022-04-22 01:00,7.5,,.4,0,81,992,,,1,,7
238,금산,2022-04-22 02:00,6.8,,.8,270,84,992,,,0,,6.5
238,금산,2022-04-22 03:00,6.7,,.6,340,86,991.9,,,0,,6.3
238,금산,2022-04-22 04:00,7,,.8,20,85,991.6,,,1,,6.1
238,금산,2022-04-22 05:00,6.1,,.8,320,91,991.7,,,5,,5.9
238,금산,2022-04-22 06:00,5.9,,.2,0,93,991.8,0,,7,,5.7
238,금산,2022-04-22 07:00,7.9,,.4,0,89,992.2,.4,,2,,7.4
238,금산,2022-04-22 08:00,11.6,,.6,360,73,992,1,,0,,10.5
238,금산,2022-04-22 09:00,18.7,,3.3,230,48,991.6,1,,6,,15.6
238,금산,2022-04-22 10:00,20.4,,3.2,200,47,991.3,.5,,6,,24.6
238,금산,2022-04-22 11:00,22.7,,2.3,230,44,990.7,.9,,6,,31.5
238,금산,2022-04-22 12:00,22.7,,2.6,270,46,990.1,.1,,8,,26.7
238,금산,2022-04-22 13:00,23.1,,3.3,250,46,989.7,.4,,8,,31
238,금산,2022-04-22 14:00,24.5,,3.6,250,44,989.2,.7,,10,,36.3
238,금산,2022-04-22 15:00,22.5,,3.6,320,49,988.8,.2,,9,,27.1
238,금산,2022-04-22 16:00,22.1,,3.5,250,51,988.6,.7,,4,,31.6
238,금산,2022-04-22 17:00,21.8,,2.5,290,53,988.7,1,,0,,28.3
238,금산,2022-04-22 18:00,19.6,,2.9,270,61,988.9,1,,3,,22.2
238,금산,2022-04-22 19:00,17.9,,2.9,270,69,989.6,0,,3,,17.8
238,금산,2022-04-22 20:00,16.4,,2.6,290,76,990,0,,7,,15.6
238,금산,2022-04-22 21:00,15.1,,3.3,270,83,991.3,,,7,,14.7
238,금산,2022-04-22 22:00,14.1,,1.9,270,90,992.1,,,8,,14.8
238,금산,2022-04-22 23:00,14.2,,1.1,290,89,992.2,,,9,,14.5
238,금산,2022-04-23 00:00,14,,.6,290,90,992.3,,,7,,14.4
238,금산,2022-04-23 01:00,13.9,,1,270,90,992.2,,,8,,14.2
238,금산,2022-04-23 02:00,13.8,,1.1,320,91,992.2,,,6,,14
238,금산,2022-04-23 03:00,13.9,,.6,360,90,992.4,,,8,,13.7
238,금산,2022-04-23 04:00,13.5,,.3,0,92,992.1,,,9,,12.8
238,금산,2022-04-23 05:00,13.1,,.5,320,93,992.4,,,8,,12.6
238,금산,2022-04-23 06:00,12.3,,.5,270,96,992.8,0,,7,,11
238,금산,2022-04-23 07:00,13.2,,.6,320,93,993.3,.2,,7,,12.5
238,금산,2022-04-23 08:00,14.6,,.7,110,80,994,.8,,7,,15.1
238,금산,2022-04-23 09:00,15.8,,1.3,110,72,993.8,.9,,6,,17.1
238,금산,2022-04-23 10:00,17.3,,1.2,90,62,993.6,.6,,9,,23.5
238,금산,2022-04-23 11:00,19.5,,1.3,360,45,992.9,.6,,8,,29.7
238,금산,2022-04-23 12:00,21.1,,.9,140,38,992.1,1,,8,,34.9
238,금산,2022-04-23 13:00,23.2,,1.5,140,31,991.2,.9,,7,,39
238,금산,2022-04-23 14:00,23.9,,1.6,200,25,990,.7,,8,,34.3
238,금산,2022-04-23 15:00,24.6,,.8,140,21,989.1,.7,,8,,35.2
238,금산,2022-04-23 16:00,25,,.8,110,27,988.5,.8,,7,,32.4
238,금산,2022-04-23 17:00,24.8,,1.4,140,28,988.7,.4,,7,,27.2
238,금산,2022-04-23 18:00,23.6,,1.1,270,27,989,.3,,7,,22.8
238,금산,2022-04-23 19:00,20.9,,.3,0,39,989.4,0,,9,,18.7
238,금산,2022-04-23 20:00,18.4,,.7,290,49,990,0,,9,,16.2
238,금산,2022-04-23 21:00,17.5,,.2,0,55,990.7,,,8,,14.7
238,금산,2022-04-23 22:00,16.4,,.2,0,57,990.9,,,8,,13.5
238,금산,2022-04-23 23:00,14.9,,.5,290,65,991,,,7,,12.8
238,금산,2022-04-24 00:00,15.4,,.1,0,70,991,,,9,,12.4
238,금산,2022-04-24 01:00,14.2,,.6,180,73,991,,,7,,11.7
238,금산,2022-04-24 02:00,12.9,,.1,0,83,990.8,,,7,,11
238,금산,2022-04-24 03:00,11.8,,.5,290,88,991.1,,,4,,10.4
238,금산,2022-04-24 04:00,11.3,,.6,290,92,991.5,,,2,,10
238,금산,2022-04-24 05:00,12.1,,.1,0,90,991.8,,,6,,12.2
238,금산,2022-04-24 06:00,12.5,,.1,0,87,991.7,0,,9,,12.4
238,금산,2022-04-24 07:00,13.1,,.3,0,87,991.8,.1,,9,,13.3
238,금산,2022-04-24 08:00,14.5,,.2,0,80,991.8,.1,,9,,16.1
238,금산,2022-04-24 09:00,17.6,,.8,90,71,991.4,1,,2,,18.2
238,금산,2022-04-24 10:00,19.9,,.9,110,62,991.3,1,,0,,29.4
238,금산,2022-04-24 11:00,22.4,,1.2,50,56,990.7,1,,1,,36.2
238,금산,2022-04-24 12:00,24.5,,2.7,270,46,990.3,.8,,0,,41.4
238,금산,2022-04-24 13:00,25.2,,2.3,320,41,989.6,1,,0,,43.5
238,금산,2022-04-24 14:00,25.5,,2.7,270,45,989.1,1,,0,,44.3
238,금산,2022-04-24 15:00,25.7,,3.2,230,36,988.3,1,,0,,43.2
238,금산,2022-04-24 16:00,25.6,,3.2,270,38,988.4,1,,0,,39.3
238,금산,2022-04-24 17:00,24.4,,2.6,250,42,988.6,1,,0,,34.8
238,금산,2022-04-24 18:00,22.6,,3.3,230,49,989.2,1,,0,,24.9
238,금산,2022-04-24 19:00,20.6,,1.8,290,60,989.7,.3,,0,,20.1
238,금산,2022-04-24 20:00,18.7,,.8,250,70,990.6,0,,5,,17.1
238,금산,2022-04-24 21:00,17.4,,1.4,290,75,991.7,,,7,,15.8
238,금산,2022-04-24 22:00,15.9,,.6,340,80,992.3,,,7,,14.8
238,금산,2022-04-24 23:00,15.1,,.6,320,86,992.3,,,0,,13.2
238,금산,2022-04-25 00:00,13.2,,1,270,92,992.3,,,2,,12.4
238,금산,2022-04-25 01:00,12.8,,.2,0,94,992.3,,,6,,11.6
238,금산,2022-04-25 02:00,11.7,,.2,0,97,992.4,,,5,,10.8
238,금산,2022-04-25 03:00,12.2,,.2,0,96,992.4,,,9,,12.6
238,금산,2022-04-25 04:00,13.1,,.3,0,93,992.7,,,5,,13.6
238,금산,2022-04-25 05:00,13.3,,.5,110,93,992.9,,,7,,13.9
238,금산,2022-04-25 06:00,13.7,,.5,90,92,993.4,0,,7,,14.1
238,금산,2022-04-25 07:00,14,,.5,180,92,993.8,0,,9,,15
238,금산,2022-04-25 08:00,14.9,,.9,90,89,994,0,,7,,17.1
238,금산,2022-04-25 09:00,15.9,,1.1,140,81,993.9,0,,9,,19.8
238,금산,2022-04-25 10:00,17.4,,1.6,200,74,993.7,.5,,5,,28.4
238,금산,2022-04-25 11:00,20.4,,.7,90,60,992.8,1,,7,,33.2
238,금산,2022-04-25 12:00,23.4,,.5,290,48,992,.9,,8,,36.5
238,금산,2022-04-25 13:00,24.5,,.5,180,32,991.4,.2,,9,,32.6
238,금산,2022-04-25 14:00,25.9,,.7,360,29,990.1,0,,10,,32.7
238,금산,2022-04-25 15:00,25.6,,1.1,270,27,989.5,0,,10,,29.3
238,금산,2022-04-25 16:00,24.6,,.5,320,34,988.5,0,,10,,24.7
238,금산,2022-04-25 17:00,23,,1,250,45,988.5,0,,10,,22.8
238,금산,2022-04-25 18:00,21.8,,.4,0,50,987.6,0,,10,,20.4
238,금산,2022-04-25 19:00,20.5,,.6,270,54,988.2,0,,10,,18.5
238,금산,2022-04-25 20:00,19.2,,.5,200,61,989.3,0,,10,,17.3
238,금산,2022-04-25 21:00,18.8,,.1,0,64,988.6,,,10,,16.8
238,금산,2022-04-25 22:00,17.7,0,.6,290,70,988,,,10,,16.3
238,금산,2022-04-25 23:00,15.7,2.9,.4,0,94,987.4,,,10,,15.8
238,금산,2022-04-26 00:00,15.5,6.2,1.1,140,98,985.7,,,10,,15.6
238,금산,2022-04-26 01:00,14.9,7.3,1.7,140,98,984.5,,,10,,15.3
238,금산,2022-04-26 02:00,15,.7,.9,180,97,983.3,,,10,,15.3
238,금산,2022-04-26 03:00,15.1,0,.9,180,97,981.9,,,10,,15.4
238,금산,2022-04-26 04:00,15,1.6,.7,140,98,981.4,,,10,,15.5
238,금산,2022-04-26 05:00,15.1,1.3,.7,140,99,980.8,,,10,,15.5
238,금산,2022-04-26 06:00,15,.9,.6,320,100,980.4,0,,10,,15.4
238,금산,2022-04-26 07:00,15.3,1.3,.4,0,100,980.7,0,,10,,15.7
238,금산,2022-04-26 08:00,15.7,2.2,.8,290,99,981,0,,10,,16.5
238,금산,2022-04-26 09:00,15.9,1,1.7,290,98,981.2,0,,10,,17.1
238,금산,2022-04-26 10:00,16.3,1,.6,340,97,981.3,0,,10,,18.5
238,금산,2022-04-26 11:00,17,.2,1.1,360,95,981.4,0,,9,,19.9
238,금산,2022-04-26 12:00,17.6,,.5,290,92,981.4,0,,9,,19.8
238,금산,2022-04-26 13:00,17.6,0,1.4,340,95,981.7,0,,9,,18.9
238,금산,2022-04-26 14:00,18.6,,1,340,91,981.9,0,,8,,20
238,금산,2022-04-26 15:00,20.2,,1,270,79,981.7,.1,,9,,24.9
238,금산,2022-04-26 16:00,20.7,,.6,250,75,981.9,.4,,10,,24.2
238,금산,2022-04-26 17:00,20.9,,.7,290,76,982.3,0,,10,,22.5
238,금산,2022-04-26 18:00,20.4,,.7,250,80,982.7,0,,9,,20.4
238,금산,2022-04-26 19:00,19.4,,1.5,250,85,983.8,0,,10,,18.5
238,금산,2022-04-26 20:00,18.4,,1,290,88,985.2,0,,10,,17
238,금산,2022-04-26 21:00,17.9,,.5,290,87,986.6,,,7,,15.9
238,금산,2022-04-26 22:00,17.1,,.7,290,86,987.5,,,0,,14.9
238,금산,2022-04-26 23:00,16,,0,0,91,987.6,,,0,,13.8
238,금산,2022-04-27 00:00,14.3,,1,320,98,988.5,,,4,,13.4
238,금산,2022-04-27 01:00,14.8,,.6,340,91,989.1,,,0,,12.9
238,금산,2022-04-27 02:00,13.8,,.1,0,93,989.9,,,1,,11.8
238,금산,2022-04-27 03:00,13.2,,.8,270,80,990.6,,,6,,10.9
238,금산,2022-04-27 04:00,10.9,,.3,0,81,991.2,,,5,,9.9
238,금산,2022-04-27 05:00,9.1,,.1,0,91,991.7,,,6,,8.9
238,금산,2022-04-27 06:00,8.3,,.6,230,90,992.8,0,,1,,8.7
238,금산,2022-04-27 07:00,9.9,,.1,0,81,993.4,.8,,6,,9.8
238,금산,2022-04-27 08:00,12.2,,.6,320,67,993.8,.9,,5,,11.6
238,금산,2022-04-27 09:00,14.8,,1.3,360,36,994.2,1,,6,,13.9
238,금산,2022-04-27 10:00,15.3,,1.3,200,35,994.5,1,,6,,21.2
238,금산,2022-04-27 11:00,17.2,,.9,290,34,994.6,1,,4,,26.5
238,금산,2022-04-27 12:00,19.2,,1.4,70,30,994.3,1,,1,,29.7
238,금산,2022-04-27 13:00,20.6,,1.3,20,27,993.9,1,,4,,31.1
238,금산,2022-04-27 14:00,21.5,,1.2,90,28,993.6,1,,5,,31.7
238,금산,2022-04-27 15:00,22.6,,1.2,320,20,993.3,1,,6,,29.3
238,금산,2022-04-27 16:00,22.4,,1.6,320,27,993.1,1,,5,,27.3
238,금산,2022-04-27 17:00,22.6,,1.5,320,33,992.7,1,,5,,24.3
238,금산,2022-04-27 18:00,20.8,,2.3,290,38,993.3,1,,4,,19.2
238,금산,2022-04-27 19:00,18.3,,1.5,270,49,994.2,.1,,3,,16.6
238,금산,2022-04-27 20:00,16.4,,1.3,270,55,995.1,0,,3,,14.5
238,금산,2022-04-27 21:00,15.2,,.5,340,59,996,,,0,,13.3
238,금산,2022-04-27 22:00,13.2,,.7,290,71,996.9,,,4,,12.5
238,금산,2022-04-27 23:00,12.7,,.7,360,69,997.2,,,5,,11.8
238,금산,2022-04-28 00:00,11.7,,.1,0,78,997.3,,,6,,11.4
238,금산,2022-04-28 01:00,10.8,,.3,0,81,997,,,8,,11
238,금산,2022-04-28 02:00,10,,.2,0,82,996.9,,,5,,10.5
238,금산,2022-04-28 03:00,9.1,,.6,270,85,997.2,,,6,,10
238,금산,2022-04-28 04:00,8.4,,.5,270,88,997.6,,,0,,9.4
238,금산,2022-04-28 05:00,7.9,,0,0,91,997.4,,,1,,9.1
238,금산,2022-04-28 06:00,7.6,,.6,290,94,997.7,0,,0,,8.9
238,금산,2022-04-28 07:00,8.9,,.3,0,89,997.9,.2,,3,,10.2
238,금산,2022-04-28 08:00,12.1,,.6,140,76,998.4,1,,0,,12.5
238,금산,2022-04-28 09:00,14.3,,1.4,140,66,997.9,1,,0,,15.7
238,금산,2022-04-28 10:00,17,,1.6,110,59,996.5,1,,0,,23
238,금산,2022-04-28 11:00,19.6,,1.6,140,50,995.5,1,,0,,28.5
238,금산,2022-04-28 12:00,22,,1.3,160,39,994.4,1,,0,,31.5
238,금산,2022-04-28 13:00,24.2,,1.2,200,34,993.4,1,,5,,32.7
238,금산,2022-04-28 14:00,25.3,,1.8,340,32,992.6,.5,,9,,28.8
238,금산,2022-04-28 15:00,24.7,,3.4,270,40,992.9,.6,,7,,30.2
238,금산,2022-04-28 16:00,21.1,,3.3,270,47,993.2,0,,10,,23.6
238,금산,2022-04-28 17:00,19.7,,2,270,44,993.6,.4,,8,,22.9
238,금산,2022-04-28 18:00,18,,1.5,270,45,993.8,.3,,10,,18.8
238,금산,2022-04-28 19:00,17,,.9,290,49,993.6,0,,10,,16.5
238,금산,2022-04-28 20:00,16.2,,.5,270,53,994,0,,10,,15.5
238,금산,2022-04-28 21:00,15.6,,.9,270,58,994.7,,,10,,15.1
238,금산,2022-04-28 22:00,15.4,,.7,270,59,994.4,,,10,,14.8
238,금산,2022-04-28 23:00,15.5,,.9,230,60,993.5,,,10,,14.4
238,금산,2022-04-29 00:00,15.7,0,1.2,110,53,992.7,,,10,,14.1
238,금산,2022-04-29 01:00,15.1,,1.2,90,51,993.1,,,10,,13.4
238,금산,2022-04-29 02:00,14.2,,1.6,110,58,993.2,,,10,,13
238,금산,2022-04-29 03:00,13.6,0,1.3,90,62,992.3,,,10,,12.9
238,금산,2022-04-29 04:00,11.7,.5,.4,0,83,992.5,,,10,,12.6
238,금산,2022-04-29 05:00,10.6,2.7,.7,110,91,991.4,,,10,,12.3
238,금산,2022-04-29 06:00,10.2,1.6,1.7,90,87,991.7,0,,10,,12
238,금산,2022-04-29 07:00,9.5,1.8,1.7,90,86,992.5,0,,10,,11.6
238,금산,2022-04-29 08:00,9.4,1.5,1.2,50,83,993.3,0,,10,,11.9
238,금산,2022-04-29 09:00,9.6,.2,1.6,50,83,993.7,0,,10,,13.2
238,금산,2022-04-29 10:00,11,,2,90,77,994.1,0,,10,,17.2
238,금산,2022-04-29 11:00,12.5,,2.8,90,71,994.2,.2,,9,,21.4
238,금산,2022-04-29 12:00,13.1,,2.3,90,65,994.3,.4,,9,,24.8
238,금산,2022-04-29 13:00,13.6,,2.7,70,61,994.2,.5,,9,,27.4
238,금산,2022-04-29 14:00,13.8,,2.3,70,60,994.4,.4,,8,,22.3
238,금산,2022-04-29 15:00,14,,1.7,90,58,994.5,.4,,9,,23.8
238,금산,2022-04-29 16:00,13.9,,2.3,90,59,994.7,0,,10,,19.1
238,금산,2022-04-29 17:00,13.7,,2.1,90,59,995.3,0,,9,,17.7
238,금산,2022-04-29 18:00,13.1,,2,90,62,996.1,0,,9,,15.4
238,금산,2022-04-29 19:00,12.6,,2,90,63,996.1,0,,8,,13.9
238,금산,2022-04-29 20:00,12.3,,2,110,68,996.9,0,,9,,13.2
238,금산,2022-04-29 21:00,12,,1.6,110,68,997.8,,,9,,12.6
238,금산,2022-04-29 22:00,11.2,,1.4,90,72,998.7,,,10,,11.2
238,금산,2022-04-29 23:00,9.3,,.9,270,85,998.9,,,7,,10.4
238,금산,2022-04-30 00:00,8.3,,.6,270,89,999.2,,,8,,10.1
238,금산,2022-04-30 01:00,8.9,,.4,0,88,999.2,,,9,,10.8
238,금산,2022-04-30 02:00,9.6,,.2,0,84,998.9,,,0,,11.1
238,금산,2022-04-30 03:00,9.5,,.2,0,86,998.8,,,4,,11
238,금산,2022-04-30 04:00,9.6,,.1,0,87,998.9,,,0,,11.1
238,금산,2022-04-30 05:00,10.1,,.5,110,73,999.1,,,10,,11.2
238,금산,2022-04-30 06:00,9.7,,.1,0,83,999.1,0,,4,,11.2
238,금산,2022-04-30 07:00,10.2,,1,160,71,999.2,0,,5,,12
238,금산,2022-04-30 08:00,10.4,,1.5,160,72,998.8,0,,6,,13.6
238,금산,2022-04-30 09:00,11.4,,.5,70,68,998.9,0,,9,,14.9
238,금산,2022-04-30 10:00,11.8,,.8,180,70,998.9,0,,9,,16.2
238,금산,2022-04-30 11:00,12.6,,.4,0,70,998.4,0,,10,,17.2
238,금산,2022-04-30 12:00,14.4,,.7,230,64,997.6,.2,,9,,21.9
238,금산,2022-04-30 13:00,15,,2.6,290,58,996.7,.2,,9,,22.3
238,금산,2022-04-30 14:00,15.1,,2,270,61,996.1,.2,,9,,19.9
238,금산,2022-04-30 15:00,15.3,,1.9,250,60,995.5,.2,,9,,21.3
238,금산,2022-04-30 16:00,15.3,,2.4,250,62,995,0,,10,,18.9
238,금산,2022-04-30 17:00,15.5,,2.2,270,60,994.6,0,,9,,17.9
238,금산,2022-04-30 18:00,14.6,,1.5,290,61,994.2,.1,,8,,16.2
238,금산,2022-04-30 19:00,13.3,,2,290,66,994.3,0,,8,,13.4
238,금산,2022-04-30 20:00,12.3,,1.4,290,74,995,0,,10,,12.5
238,금산,2022-04-30 21:00,11.4,,1.6,270,78,995.4,,,10,,11.7
238,금산,2022-04-30 22:00,11,,1.1,290,80,995.9,,,9,,11.5
238,금산,2022-04-30 23:00,10.4,,1,290,81,995.7,,,10,,10.9
238,금산,2022-05-01 00:00,9.5,,1.1,290,86,995.7,,,10,,10.4
238,금산,2022-05-01 01:00,9.2,,.7,340,83,995.6,,,9,,9.9
