지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 현지기압(hPa),가조시간(hr),평균 전운량(1/10),평균 지면온도(°C)
177,홍성,2024-08-05,28.9,25.5,34.7,2.7,1.4,26.8,1005.1,13.9,7,33.9
177,홍성,2024-08-06,27.6,24.4,32.7,12.1,.9,25.5,1005,13.9,6.4,30.1
177,홍성,2024-08-07,29.1,25.4,34.2,,1,26,1003.7,13.8,3.8,32.1
177,홍성,2024-08-08,26.6,23.7,29.9,14.7,1.3,25.6,1002.5,13.8,8.5,27.2
177,홍성,2024-08-09,27.5,23.2,33,,.9,24.8,1001.8,13.8,4.3,31.9
177,홍성,2024-08-10,28.5,23.8,33.3,,1,24.9,1000.6,13.7,5.5,30.2
177,홍성,2024-08-11,29.2,24.6,33.7,,1.3,26.1,1000,13.7,2.9,31.3
177,홍성,2024-08-12,29.3,25,34.2,,.9,26.3,1001.9,13.7,2.3,34.1
177,홍성,2024-08-13,29.5,26.4,34.3,,1,27,1005.2,13.6,4.3,35.9
177,홍성,2024-08-14,29.9,26,34.9,,1,26.3,1005.1,13.6,4.3,37
177,홍성,2024-08-15,28.2,25.4,33.2,0,.9,26.6,1004.9,13.6,4.6,30.7
177,홍성,2024-08-16,28.7,25,33.7,,1,25.7,1005.9,13.5,4.4,35.5
177,홍성,2024-08-17,28.8,25.2,33.8,0,1.1,26,1007.5,13.5,4.8,36
177,홍성,2024-08-18,28.2,25,33.4,0,1.1,26.4,1006.8,13.5,4.6,30.8
177,홍성,2024-08-19,29,25,34.6,,1.1,25.6,1005.5,13.4,2.8,36.4
177,홍성,2024-08-20,29.5,25.8,35.6,2.1,1.1,27.1,1005.7,13.4,5.6,35.9
177,홍성,2024-08-21,28.8,25.5,32.3,70.8,2.1,27.1,1004.4,13.4,9,29
177,홍성,2024-08-22,28.1,26,30.8,4.2,2.5,26.8,1002.2,13.3,6.5,27.3
177,홍성,2024-08-23,27.9,24.3,31.5,.6,1.9,25.9,1005.8,13.3,3.1,29.2
177,홍성,2024-08-24,27.9,25.1,32.1,1.1,1.2,26.3,1007.5,13.3,3.5,30
177,홍성,2024-08-25,26.9,23.7,31.3,1.1,.8,25.5,1006.4,13.2,5.1,30.2
177,홍성,2024-08-26,27,23.5,31,,.8,25.4,1004.1,13.2,8.5,28.8
177,홍성,2024-08-27,25.9,24,28.1,0,1.6,25.2,1003.5,13.1,7.6,26.2
177,홍성,2024-08-28,26.7,22.5,32.4,,1.8,23.8,1005.2,13.1,.3,28.9
177,홍성,2024-08-29,27.7,23.3,32.5,,2.6,23,1003.6,13.1,.9,31
177,홍성,2024-08-30,26.7,22.1,32,,1.6,23,1002.8,13,.4,29
177,홍성,2024-08-31,25.8,21.5,31,,1.2,22.9,1004.4,13,.8,31.4
177,홍성,2024-09-01,25.9,21.8,31.2,,1.4,22.7,1004.9,12.9,4,31.2
177,홍성,2024-09-02,23.7,20.8,26.6,0,.7,22.4,1006.4,12.9,8.4,25.2
177,홍성,2024-09-03,26.3,22.1,31.3,0,.9,23,1008.6,12.9,5.4,30.5
177,홍성,2024-09-04,25.9,21,31.9,,1,21.6,1006.8,12.8,2.5,32.4
177,홍성,2024-09-05,26.1,22.8,29.7,.5,1.8,24.4,1005.3,12.8,7.4,27.2
177,홍성,2024-09-06,25.2,23.5,27.9,1.9,.6,24.7,1008.3,12.8,9.3,26.6
177,홍성,2024-09-07,25.4,21,31.4,,1,22.1,1010.7,12.7,2.9,30.1
177,홍성,2024-09-08,25.4,19.8,32.2,,.8,21.9,1011.1,12.7,.6,31.5
177,홍성,2024-09-09,26.8,21,33.4,,.9,23.7,1010.2,12.7,2.4,31.7
177,홍성,2024-09-10,27.7,22.8,33.8,,1,24.3,1010.7,12.6,1.8,33.8
177,홍성,2024-09-11,26.8,23.1,31.2,67.1,.8,25.3,1012.9,12.6,7.8,29.9
177,홍성,2024-09-12,26.3,24.8,28.7,59.9,.2,25.4,1011.9,12.5,9.6,27.4
177,홍성,2024-09-13,27.3,24.5,31.7,0,1.8,24.5,1006.4,12.5,8.9,28.1
177,홍성,2024-09-14,27.5,24.8,31.4,2.3,1.2,24.4,1003.6,12.5,5.4,29.4
177,홍성,2024-09-15,27.9,23.4,33,,1.5,24.2,1006.5,12.4,2.3,30.1
177,홍성,2024-09-16,27.8,24,31.3,,1,23.5,1012,12.4,6.1,28.9
177,홍성,2024-09-17,28.3,25.3,32.9,,.9,24.9,1012,12.4,5.6,28.9
177,홍성,2024-09-18,27.6,24.6,32.6,0,.7,24.7,1011.1,12.3,6.9,29.8
177,홍성,2024-09-19,27.9,23.9,32.1,,.5,24.6,1011.2,12.3,8.3,31.8
177,홍성,2024-09-20,25.8,24.5,28.1,102.7,.8,24.5,1006.9,12.2,10,26.6
177,홍성,2024-09-21,20.7,18.6,25.9,98.6,1.8,19.2,1003.4,12.2,9.5,22.6
177,홍성,2024-09-22,21.5,17.7,25.5,,1.9,16.2,1009.6,12.2,5.4,24.1
177,홍성,2024-09-23,20.1,15.8,25.1,,1.5,14.8,1014.6,12.1,1.9,23.7
177,홍성,2024-09-24,19.9,14.4,26.1,,.9,14.4,1013.3,12.1,5,24.2
177,홍성,2024-09-25,22.6,18,27.6,,.5,18.4,1011.4,12,7.5,26.5
177,홍성,2024-09-26,23.2,19.8,28.4,,.9,19.2,1010.3,12,5.1,25.7
177,홍성,2024-09-27,22.1,17.5,27.2,,1,17.8,1011,12,2.1,26.3
177,홍성,2024-09-28,23.2,18.8,28.8,,1.6,17.4,1014.8,11.9,1.6,26.1
177,홍성,2024-09-29,22.6,17.8,28.2,,1.3,17,1016.6,11.9,2.3,26.9
177,홍성,2024-09-30,20.8,14.8,27.2,,.5,14.8,1013,11.8,4,24.4
177,홍성,2024-10-01,17.9,13.9,20.3,.9,1.5,12.3,1009.9,11.8,7.4,19.1
177,홍성,2024-10-02,13.4,8.3,18.9,,.8,5.8,1016.4,11.8,3.1,19.2
177,홍성,2024-10-03,12.6,6.7,19.3,0,1.2,9,1019.4,11.7,4.4,15.5
177,홍성,2024-10-04,15,7.6,22.2,,1,9.8,1021.3,11.7,0,20.2
177,홍성,2024-10-05,15.7,8.3,23.4,,.9,10.9,1020.2,11.7,3.8,20.2
177,홍성,2024-10-06,15.2,11.7,17.9,.5,.6,13.7,1017.8,11.6,9.4,17.6
177,홍성,2024-10-07,17,14,21.3,.1,.9,13.7,1014.9,11.6,8.6,19.1
177,홍성,2024-10-08,16.3,10.8,22.3,,.9,12.6,1014.1,11.6,2.5,18.8
177,홍성,2024-10-09,16.5,10.2,23.8,,.7,12.8,1013.2,11.5,5.4,19
177,홍성,2024-10-10,17.7,11.9,24.5,,1.1,12.6,1012.4,11.5,4.8,21.5
177,홍성,2024-10-11,17,10.7,24.3,,.8,12.3,1015.7,11.4,.9,20.3
177,홍성,2024-10-12,15.7,9.2,23.3,,.8,11.7,1020.4,11.4,1.3,20
177,홍성,2024-10-13,15.9,7.7,23.2,,.7,12.2,1020.1,11.4,6,17.6
177,홍성,2024-10-14,17.1,14,19,4.1,.4,15.8,1016.3,11.3,9.9,17.9
177,홍성,2024-10-15,18.7,15.9,21.4,22.8,.4,17.7,1015,11.3,9.5,20.1
177,홍성,2024-10-16,17.5,13.4,22.7,,.7,15.1,1019.8,11.2,5.8,19.9
177,홍성,2024-10-17,16.8,12,24.6,,.8,14.2,1018.8,11.2,6.3,19.7
177,홍성,2024-10-18,18.2,15.6,22.9,52.3,1,17.3,1010.1,11.2,9.4,18.4
177,홍성,2024-10-19,17,13.4,22.6,27.1,2.5,13.7,1015.3,11.1,9.5,18.4
177,홍성,2024-10-20,13,8.6,18.2,,2.7,6.3,1026.7,11.1,2.1,15.6
177,홍성,2024-10-21,14,7.3,19.4,0,.8,10.4,1020.9,11.1,9,16
177,홍성,2024-10-22,16.9,15,19.1,5.4,1.2,15.4,1011.8,11,10,17.4
177,홍성,2024-10-23,13.5,7.9,17.5,.3,2.5,7.9,1014.8,11,5.4,16.1
177,홍성,2024-10-24,11.3,4.9,17.9,,1,7.3,1020,11,0,14.2
177,홍성,2024-10-25,14,6.1,21.7,,.9,9.8,1021.6,10.9,5.4,15.2
177,홍성,2024-10-26,15.7,8,23.6,,.8,11.9,1017.6,10.9,1,17.3
177,홍성,2024-10-27,15.6,11.6,20,.3,1,12.3,1011.7,10.8,8.5,17.1
177,홍성,2024-10-28,14.4,9.2,17.8,,1.1,11.1,1012.4,10.8,7.1,15.2
177,홍성,2024-10-29,15.5,11.1,20.4,,.7,9.7,1015.7,10.8,5.8,17.2
177,홍성,2024-10-30,14.5,10,20.7,,.9,10.1,1020,10.7,.6,16.6
177,홍성,2024-10-31,13.3,6.5,22.1,,.5,9.2,1020.1,10.7,2.9,15.6
177,홍성,2024-11-01,13.6,10.2,15.8,1,1.1,10.8,1016.4,10.7,9.6,14.2
177,홍성,2024-11-02,17.5,12,23.6,,1.7,11.2,1015.2,10.6,3,17.6
177,홍성,2024-11-03,15.6,8.3,23.2,,1.1,12.1,1018.9,10.6,1.4,15.8
177,홍성,2024-11-04,15.5,11.1,20.7,1.6,1.9,9.2,1018.5,10.6,5.6,16.3
177,홍성,2024-11-05,9.5,5.4,14.7,,1.2,1.5,1020.1,10.5,2.9,11.8
177,홍성,2024-11-06,6.5,1.8,12.2,,1.1,-.5,1024,10.5,0,9.6
177,홍성,2024-11-07,5.8,-1.2,14.3,,.7,0,1027.2,10.5,0,8.9
177,홍성,2024-11-08,7.5,-.4,16.9,,.6,2.1,1025.3,10.4,.5,9.7
177,홍성,2024-11-09,10.5,3.2,19,,.6,6.4,1023.6,10.4,3.8,10.8
177,홍성,2024-11-10,12.4,8.3,20.8,,.4,8.3,1019.5,10.4,4.5,12.5
177,홍성,2024-11-11,12.4,5.4,20.6,,.5,8,1017.5,10.3,1,13.1
177,홍성,2024-11-12,13,6.9,19.3,,.8,8,1017.3,10.3,2.3,14.2
177,홍성,2024-11-13,11,3.8,20.3,,.6,7.5,1019.5,10.3,5.6,13.3
177,홍성,2024-11-14,13.7,9.3,19.2,0,.4,10.2,1017.3,10.3,8.6,13.6
177,홍성,2024-11-15,14.5,10.9,20.7,6.5,.6,11.2,1015.7,10.2,5.9,15.6
177,홍성,2024-11-16,16,9.4,22.4,.3,1.2,11.8,1013.7,10.2,6.5,16
177,홍성,2024-11-17,9.3,5,16.2,,2.3,-1.5,1021.5,10.2,6.4,10.7
177,홍성,2024-11-18,3.2,-2.3,7.1,,2.1,-9.1,1029.8,10.2,.5,6.3
177,홍성,2024-11-19,2.8,-3.7,11.4,,.7,-4.1,1027,10.1,4,5.4
177,홍성,2024-11-20,5.9,-1.8,11.7,.3,.7,1.5,1021.8,10.1,6.5,6.5
177,홍성,2024-11-21,10.6,4.5,15.2,0,1.7,5.2,1017.7,10.1,5.5,10.1
177,홍성,2024-11-22,6.4,.3,12,,1.5,-1.8,1020.9,10,0,7.9
177,홍성,2024-11-23,4,-2.1,11.7,,1,-2.6,1024.8,10,2.3,6.1
177,홍성,2024-11-24,4.9,-2.2,13.2,,.5,-.2,1026.5,10,.8,6.6
177,홍성,2024-11-25,8.7,-.8,16.9,.4,.8,3.2,1020.1,10,5.4,7.8
177,홍성,2024-11-26,8,3.6,10.9,26.5,3.8,2.2,1009.7,10,8.9,7.7
177,홍성,2024-11-27,3.4,.7,5.4,4.5,5.3,-.9,1008.9,9.9,7.3,2.9
177,홍성,2024-11-28,3.9,2.4,7.9,7.9,3.6,.8,1008.3,9.9,9,3.8
177,홍성,2024-11-29,2.5,-1.5,5.4,3.7,1.6,-1.3,1010.4,9.9,7.6,3.3
177,홍성,2024-11-30,5.3,-.6,11.6,0,1.8,1,1012.3,9.9,5.1,5.2
177,홍성,2024-12-01,7.2,.9,12.4,0,1,3.8,1012.2,9.9,5.6,6.4
177,홍성,2024-12-02,8.4,2.8,18.4,,2.6,4.6,1013.4,9.8,2.8,6.7
177,홍성,2024-12-03,1.6,-1.2,5.5,0,1.6,-6.4,1020.6,9.8,5.4,2.9
177,홍성,2024-12-04,2.7,-.4,7.8,0,1.3,-3.7,1018.8,9.8,4.5,4.1
177,홍성,2024-12-05,4.8,-.9,9.8,1.6,2,-.3,1014.3,9.8,7.6,3.2
177,홍성,2024-12-06,3.9,-.2,8.7,.2,1.6,-2,1018.1,9.8,4,5.5
177,홍성,2024-12-07,1.5,-2.9,5.7,.2,1.8,-3.7,1021.1,9.8,5.4,2
177,홍성,2024-12-08,1.1,-2.4,5.5,,1.8,-5.9,1023.6,9.7,3.5,2.1
177,홍성,2024-12-09,1.2,-4.7,5.1,0,.7,-2.9,1021.7,9.7,6.4,1.6
177,홍성,2024-12-10,3.2,-.8,8.6,,1.2,-1.9,1020.9,9.7,5.4,3.1
177,홍성,2024-12-11,1.5,-2.4,8.3,,1.4,-3,1019.7,9.7,4.8,2.5
177,홍성,2024-12-12,.2,-5,6.5,,1.5,-6.3,1021.9,9.7,4.5,.2
177,홍성,2024-12-13,.8,-2,4.6,.1,1.6,-5,1019.6,9.7,5.8,1
177,홍성,2024-12-14,.9,-3.1,5,.6,1.9,-4.8,1022.1,9.7,6.3,.8
177,홍성,2024-12-15,3.1,-.7,7,3.5,2.4,-1.9,1018.4,9.7,6.4,3.2
177,홍성,2024-12-16,1.7,-2.9,6.1,1,.9,-1.9,1019.2,9.7,6.6,
177,홍성,2024-12-17,.7,-3.3,5.7,0,1.6,-4.7,1022.3,9.7,3.8,.9
177,홍성,2024-12-18,-2.4,-6.7,1.5,0,2,-8.6,1023.9,9.7,3.5,-.3
177,홍성,2024-12-19,-2.9,-9,3.6,,1,-8.3,1026.4,9.7,3.3,-2
177,홍성,2024-12-20,.4,-4.1,3.8,.9,.9,-3.1,1019,9.7,9.5,-.1
177,홍성,2024-12-21,.6,-2.3,4.6,3.4,3.3,-4.4,1017.1,9.7,6.5,.3
177,홍성,2024-12-22,-2.1,-5.2,2.6,,2.2,-8.6,1024.7,9.7,.4,-2.1
177,홍성,2024-12-23,.7,-6.6,7.3,0,1.7,-4.1,1023.6,9.7,4.4,-.8
177,홍성,2024-12-24,-.4,-5.7,6,,1.2,-5.2,1025.1,9.7,2.3,-1
177,홍성,2024-12-25,2.9,-3.4,8.3,.9,1.5,-2,1022.2,9.7,7.3,.9
177,홍성,2024-12-26,2.3,-1.2,6.5,0,3,-4.8,1022.3,9.7,5.6,.7
177,홍성,2024-12-27,-1,-5.4,2.4,.1,1.4,-6.4,1023,9.7,6.8,-.8
177,홍성,2024-12-28,-1.5,-4.5,1.7,0,1.7,-6.2,1021.7,9.7,7.9,.6
177,홍성,2024-12-29,1.8,-3.1,6.6,0,1.2,-2.8,1021.6,9.7,5.1,1.7
177,홍성,2024-12-30,6.8,1.6,10.5,,2.9,.7,1015.8,9.7,6.4,3.7
177,홍성,2024-12-31,1.1,-4.4,6.5,,2.1,-8.1,1018.6,9.7,.1,.8
232,천안,2024-06-01,19.4,16.4,24,0,1.6,12.1,1001.1,14.5,4.1,23.4
232,천안,2024-06-02,19.3,12.1,25.5,,1.4,10.5,1000.7,14.5,.8,24.7
232,천안,2024-06-03,19.6,10.8,26.4,,1.1,10.6,1001.3,14.6,.8,24.7
232,천안,2024-06-04,20.3,13,27.6,,1.2,9.6,1006.2,14.6,0,26.4
232,천안,2024-06-05,20.7,12.2,28.7,,.9,13.5,1008.5,14.6,5.1,26
232,천안,2024-06-06,21.8,15.1,28.8,,1,13.8,1007,14.6,3.1,28.1
232,천안,2024-06-07,21.5,13.9,27.7,0,.8,13.9,1003.9,14.6,7.6,26.1
232,천안,2024-06-08,20.5,17.5,25.1,1.8,1,17.7,999.7,14.6,7.1,24.1
232,천안,2024-06-09,22.5,18,29.1,,1,17.2,998.6,14.6,3.8,28.8
232,천안,2024-06-10,23.2,16,30,,1.2,17,998.4,14.6,1,29.2
232,천안,2024-06-11,23.6,16.6,31.1,,1,16.8,997.9,14.7,1.3,30.6
232,천안,2024-06-12,23.3,15.6,32.3,,1.1,13.8,996.3,14.7,2.3,31.4
232,천안,2024-06-13,23.6,14.4,32.5,,1,14.7,995.5,14.7,0,31.6
232,천안,2024-06-14,24.1,16.7,31.4,,1.2,15.3,995.9,14.7,4.5,31.2
232,천안,2024-06-15,23.2,18.9,27.5,.3,1,17.8,994.5,14.7,7.4,27
232,천안,2024-06-16,23.5,18.1,28.9,,1.4,14.1,997.3,14.7,1.9,32.6
232,천안,2024-06-17,22.2,14.2,29.9,,.9,13.5,998.6,14.7,6.4,29.1
232,천안,2024-06-18,23.8,13.5,32.5,,1.1,14.5,997.9,14.7,0,32.9
232,천안,2024-06-19,25.9,17,34.7,,.9,16.8,998.9,14.7,4.3,32.7
232,천안,2024-06-20,24.2,17.3,31.7,,1.3,14.3,995.4,14.7,4.8,31.4
232,천안,2024-06-21,24.9,16,31.9,,.9,16.3,993.4,14.7,6.1,32.8
232,천안,2024-06-22,22.2,21.5,24.1,40.7,1.5,20.9,989,14.7,9.8,23.8
232,천안,2024-06-23,24.4,22.2,29.1,7.5,1.4,21.6,989.6,14.7,7.4,26.5
232,천안,2024-06-24,23.9,18.5,29,,1.3,19.8,994.1,14.7,6.8,27
232,천안,2024-06-25,21.8,15.2,27.7,,1.6,14.3,1001.7,14.7,6,25.5
232,천안,2024-06-26,22.5,15.3,29.3,,.9,16,1005.5,14.7,2.8,26.9
232,천안,2024-06-27,21.7,15.7,27.8,,.7,15.9,1002.5,14.7,5.5,25
232,천안,2024-06-28,23.3,14.4,30.9,,.8,15.3,998.2,14.7,2.1,27.6
232,천안,2024-06-29,24.4,19.5,30,52.1,1.6,20.2,994.3,14.7,7.8,27
232,천안,2024-06-30,24.8,21.9,27.7,4,2,21.9,989.3,14.7,8.6,27.2
232,천안,2024-07-01,25.2,20.9,30.4,,.9,19.9,994.8,14.6,3.4,29.4
232,천안,2024-07-02,22.9,20.8,25,57.2,1.8,21.5,995.1,14.6,10,23.5
232,천안,2024-07-03,25.1,23.2,27.6,1.6,1.7,21.5,999.6,14.6,9.4,26
232,천안,2024-07-04,26.6,21.5,30.9,,1.2,21.9,997.8,14.6,3.3,29.5
232,천안,2024-07-05,24.7,21.7,28.4,.7,2,20.3,995.8,14.6,7.3,27.8
232,천안,2024-07-06,26.5,21.5,30.5,.7,2,23,994.5,14.6,8.5,27.6
232,천안,2024-07-07,23.2,21.2,26.3,108.7,.9,22.6,995.5,14.6,10,24.7
232,천안,2024-07-08,23.7,22.7,25.6,76.9,.9,23.2,994.1,14.6,9.9,24.9
232,천안,2024-07-09,23.3,22.6,24.5,13.6,1,22.6,995.5,14.5,9.5,24.5
232,천안,2024-07-10,24.6,21.2,29.4,61,1.8,21.2,991.2,14.5,6.9,28.5
232,천안,2024-07-11,24.6,21.9,29.1,.5,.8,21.8,993,14.5,6.8,28
232,천안,2024-07-12,24.9,21.2,29.8,,.7,21.5,993.6,14.5,3.4,28.5
232,천안,2024-07-13,25.7,21.3,31.7,.5,1,21.4,996.4,14.5,4.1,28.5
232,천안,2024-07-14,25.4,21.7,29.8,,2.3,21.5,1000.2,14.5,6.4,26.5
232,천안,2024-07-15,26.5,22.6,30.2,,1.9,21.5,1002.2,14.4,4.5,27.4
232,천안,2024-07-16,24.7,22.6,28.6,37.5,1.5,22.7,1001.6,14.4,6.1,26.5
232,천안,2024-07-17,26.7,22.2,30.1,60.5,1.4,23.6,999.5,14.4,9,27.1
232,천안,2024-07-18,25.4,23.7,27.1,52.3,1.5,23.4,993.8,14.4,9.6,25.4
232,천안,2024-07-19,25.6,23.1,30.2,,.8,23.2,996.8,14.4,6.8,28.3
232,천안,2024-07-20,26.1,23,29.9,7.2,1.7,23.8,997.9,14.3,7,27.1
232,천안,2024-07-21,26.9,23.2,30.8,.2,1.6,23.5,998.7,14.3,5.3,27.6
232,천안,2024-07-22,28.3,25.3,30.7,,1.4,24,997.2,14.3,8.5,28.8
232,천안,2024-07-23,26.4,24.7,28.1,7.5,1.3,24.5,996,14.3,8.9,27
232,천안,2024-07-24,26.9,24.4,31.5,2.1,.8,24.8,995.8,14.2,3.9,27.8
232,천안,2024-07-25,27.9,23.5,33.1,.7,1,24.2,997.5,14.2,5.5,30.5
232,천안,2024-07-26,27.9,24.3,33,15.9,1.8,24.7,1001,14.2,8.3,29.2
232,천안,2024-07-27,27.3,25.3,32,4.6,1.1,25.5,1005.6,14.2,9.4,28.9
232,천안,2024-07-28,28.5,25.5,32.3,,1.4,24.2,1004.1,14.1,7.1,30.4
232,천안,2024-07-29,27.2,24.3,30.5,,1.6,23.8,1000.7,14.1,4.3,28.7
232,천안,2024-07-30,27.4,24.6,32.1,,.8,24,998.8,14.1,3.3,28.8
232,천안,2024-07-31,28.1,24.1,32.6,,.9,24.6,997.9,14.1,4.5,30.1
232,천안,2024-08-01,28.5,24.7,32.4,,.8,25.2,995.9,14,2.9,30
232,천안,2024-08-02,28.9,26.1,32.7,0,.9,25.9,995.6,14,5.1,30.5
232,천안,2024-08-03,29.3,25.8,34.2,,.8,25.4,998.5,14,3.4,32.1
232,천안,2024-08-04,29.7,24,35.1,,.8,25.1,998.9,13.9,2.9,32.6
232,천안,2024-08-05,27.9,23.2,33.9,21.7,1.2,24.7,999.1,13.9,6.6,31.4
232,천안,2024-08-06,27.4,23.1,32.4,,.8,24.1,998.7,13.9,6,29.7
232,천안,2024-08-07,28.3,24,33.7,,.8,24.1,997.3,13.8,4.6,31
232,천안,2024-08-08,26.5,23.5,29.8,,.6,23.9,996,13.8,7.4,29.2
232,천안,2024-08-09,27.3,22.8,32.8,,.7,23.5,995.4,13.8,1,30.5
232,천안,2024-08-10,27.6,23,33.2,,.9,24.3,994.4,13.7,4.4,30.3
232,천안,2024-08-11,28.4,24.8,33.5,,1,23.9,994,13.7,2.6,32.5
232,천안,2024-08-12,29.1,24,34.3,,.9,24.5,995.7,13.7,4,32.5
232,천안,2024-08-13,29,24.8,34.1,.6,1.2,24.3,998.9,13.6,4.3,33.6
232,천안,2024-08-14,28.6,24.8,33.9,8.3,1,24.1,998.9,13.6,4.5,32
232,천안,2024-08-15,28.1,24.1,33.6,0,1.1,23.4,998.8,13.6,3.8,32.3
232,천안,2024-08-16,28.3,23.2,33.6,,1.1,22.8,999.8,13.5,3.1,33.5
232,천안,2024-08-17,28.6,24.5,33.7,,1,23.4,1001.2,13.5,6.1,34.4
232,천안,2024-08-18,28,24.3,33.7,,1,23.9,1000.5,13.5,4,33.4
232,천안,2024-08-19,28.4,24.3,34.1,0,.9,23.3,999.4,13.4,3.3,35.3
232,천안,2024-08-20,28.5,25.2,34,5.8,1.7,24.8,999.9,13.4,6.8,34.6
232,천안,2024-08-21,27.5,26.1,31.1,22.1,1.3,26,999,13.4,8.3,28.1
232,천안,2024-08-22,27.2,25.2,31.2,2.8,1.4,25,996.3,13.3,7.1,29
232,천안,2024-08-23,25.2,22.8,30.6,5,.8,23.3,999.8,13.3,3.8,29.4
232,천안,2024-08-24,26.5,23.3,31,0,.6,23.9,1001.3,13.3,4.1,29.1
232,천안,2024-08-25,26.5,22.7,32.1,,.7,23.7,1000.1,13.2,3.8,29.7
232,천안,2024-08-26,26.6,22.8,30.8,,.5,24.1,997.8,13.2,7.5,28.7
232,천안,2024-08-27,25.3,23.7,26.9,.1,1.3,23.1,997.3,13.1,8.1,26.5
232,천안,2024-08-28,26.4,21,31.7,,2.3,20.4,999.3,13.1,.8,28.7
232,천안,2024-08-29,26.7,21.6,32.4,,2,20.8,997.3,13.1,1,30.3
232,천안,2024-08-30,26.5,21.2,32.3,,1,21.4,996.1,13,1,30
232,천안,2024-08-31,25.7,21.6,30.8,,.8,20.9,997.9,13,1.5,31.9
232,천안,2024-09-01,25.3,20.6,31.2,,.8,21.1,998.6,13,3.6,30.7
232,천안,2024-09-02,23.6,20.1,27.7,.1,.7,19.2,1000.3,12.9,7.4,26.6
232,천안,2024-09-03,25.7,22.2,30.7,,2.1,19.2,1002.7,12.9,5.8,30.5
232,천안,2024-09-04,24.6,18.2,31.6,,1,18.2,1000.7,12.8,2.8,30.1
232,천안,2024-09-05,25.6,21.3,31.3,.1,1.1,22,998.9,12.8,7.8,29.4
232,천안,2024-09-06,25,22.9,27.5,.9,1,22.8,1002,12.8,9.6,26.9
232,천안,2024-09-07,25.5,22,30.9,,.8,21.5,1004.3,12.7,3.9,29
232,천안,2024-09-08,25.5,20.2,31.6,,.6,20.9,1004.6,12.7,1.3,30.5
232,천안,2024-09-09,27.3,22.8,32.9,,1,22.5,1003.9,12.7,3.3,31.6
232,천안,2024-09-10,27.7,22.9,34.1,,.9,22.5,1004.3,12.6,.4,32.8
232,천안,2024-09-11,26.6,23.1,32.8,24.8,.7,23.8,1006.8,12.6,7.8,29.9
232,천안,2024-09-12,25.3,23.8,27.9,51.6,.9,24.5,1005.9,12.6,9.4,26.8
232,천안,2024-09-13,26.3,23.2,31.1,,.9,24,1000.4,12.5,9.3,27.8
232,천안,2024-09-14,26.9,24.1,31.5,.2,.6,24.6,997.4,12.5,6.6,28.8
232,천안,2024-09-15,27.9,23.8,32.9,,2,23.3,1000.5,12.4,4.6,28.7
232,천안,2024-09-16,26.9,23.4,31,,2.1,22.4,1006.2,12.4,7.6,27.4
232,천안,2024-09-17,28.3,24.2,33.6,,.7,24.7,1005.7,12.4,6.9,30
232,천안,2024-09-18,27.7,23.9,32.9,8.3,1,24.6,1004.8,12.3,6.8,29
232,천안,2024-09-19,27.2,23.2,31.7,,.8,24.7,1005.2,12.3,8.6,29
232,천안,2024-09-20,25.2,22.4,27.2,79.4,1,24.3,1001.2,12.2,10,26.8
232,천안,2024-09-21,19.7,19.1,23.4,152.5,2.7,18.7,997.4,12.2,9.9,22.2
232,천안,2024-09-22,20.2,16.7,24.2,.1,1.3,16.8,1003.1,12.2,6.4,22.2
232,천안,2024-09-23,19.7,16.1,24.8,,2.1,13.4,1008.5,12.1,1.6,21.9
232,천안,2024-09-24,18.9,13.6,25.9,,1.3,13.6,1007.1,12.1,2.9,21.9
232,천안,2024-09-25,21.8,16.5,27.5,,.8,18,1005.2,12,7.6,24.4
232,천안,2024-09-26,22.7,19,28.3,,.7,19.2,1003.8,12,5.6,25.1
232,천안,2024-09-27,21.2,17.4,27.5,,.6,17.6,1004.5,12,1.3,24.1
232,천안,2024-09-28,22.5,16.8,27.6,,2.2,17.1,1008.8,11.9,3.8,23
232,천안,2024-09-29,21.6,16.9,27.2,,1.8,16.3,1010.6,11.9,2.9,22.7
232,천안,2024-09-30,19.4,13.1,27,,.8,14.4,1006.7,11.8,3.1,22.3
232,천안,2024-10-01,16.6,13.6,20.1,3.1,.9,13.1,1003,11.8,8,19
232,천안,2024-10-02,12.8,7.8,19.5,,1,5.7,1009.3,11.8,3.8,17.6
232,천안,2024-10-03,11.6,6.7,17.5,4.2,.7,9.9,1012.6,11.7,6,15.4
232,천안,2024-10-04,13.6,8.7,21.7,,.7,10.3,1014.8,11.7,2.3,18.4
232,천안,2024-10-05,14.8,8.2,23,,.6,10.9,1013.7,11.7,5.1,17.6
232,천안,2024-10-06,14.9,11,18.3,0,.5,13.6,1011.2,11.6,9.9,17.5
232,천안,2024-10-07,16.3,13.2,20.5,.1,.4,13.9,1008.3,11.6,8.5,18.7
232,천안,2024-10-08,14.7,11.5,21.6,,.5,12.8,1007.7,11.5,3.3,18.2
232,천안,2024-10-09,16.2,9.8,23.2,,.9,12.3,1007,11.5,4.5,18.4
232,천안,2024-10-10,15.9,11.7,22.5,,1,12.5,1006.1,11.5,4.4,18.2
232,천안,2024-10-11,15.2,10.8,23.1,,.5,13,1009.2,11.4,2.6,18.7
232,천안,2024-10-12,14.9,9,23.3,,.6,11.5,1013.8,11.4,0,18.2
